Id,QueryString,TopClickedUrls,PopularityRank,PredictedLabel
df5cf101-85df-4fda-8450-21b5ef82c1c1,cs1513 c# } expected,"https://stackoverflow.com/questions/5394409/compiler-error-message-cs1513-expected,https://www.codeproject.com/Questions/1165192/My-error-code-CS-Csharp-expected-When-I-do-this-I,https://social.msdn.microsoft.com/Forums/en-US/22267c35-560c-43f1-b791-3e35a89cb273/error-cs1513-curly-bracket-expected-with-c",1,FALSE
ad3de02b-dabe-4b3d-bba0-1541ad214935,cs2001 c# source file could not be found.,"https://stackoverflow.com/questions/19406924/error-cs2001-source-file-cs-could-not-be-found,https://stackoverflow.com/a/43064449,https://docs.microsoft.com/en-us/dotnet/csharp/misc/cs2001",2,FALSE
80049825-dd92-4fd0-a073-d9b12247aa83,cs1001 c# identifier expected,"https://stackoverflow.com/questions/4006164/error-cs1001-identifier-expected,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/compiler-messages/cs1001,https://stackoverflow.com/questions/54796037/novice-trying-to-resolve-error-cs1001-identifier-expected",3,FALSE
dfb425e4-737e-416d-a362-4323235b5c1c,ide0055 c# fix formatting,"https://marketplace.visualstudio.com/items?itemName=Leopotam.csharpfixformat,https://github.com/dotnet/roslyn/pull/32118,https://developercommunity.visualstudio.com/content/problem/1057292/ide0055-c-fix-formatting.html",4,FALSE
5aeb856b-d0b0-4260-a8a5-ff947ab80431,cs7036 c# there is no argument given that corresponds to the required formal parameter of,"https://stackoverflow.com/questions/54555468/cs7036-c-sharp-there-is-no-argument-given-that-corresponds-to-the-required-forma,https://stackoverflow.com/questions/33607188/there-is-no-argument-given-that-corresponds-to-the-required-formal-parameter,https://www.codeproject.com/Questions/5260301/Error-CS7036-no-argument-corresponds-to-the-requir",5,FALSE
7777eeeb-de48-4356-8475-4ab6dd9f39df,cs0006 test c# metadata file could not be found,"https://stackoverflow.com/questions/1421862/metadata-file-dll-could-not-be-found,https://ninocrudele.com/error-cs0006-metadata-file-dll-could-not-be-found,https://social.msdn.microsoft.com/Forums/en-US/3e8eb8ea-79a8-421c-91e7-c68201e6ba6c/error-cs0006metadata-file-could-not-be-found",6,FALSE
7860e3cc-5093-4e65-ab1c-2f4a5447c8c4,cs0117 c# does not contain a definition for,"https://stackoverflow.com/questions/2822715/error-cs0117-namespace-a-does-not-contain-definition-for-interface,https://stackoverflow.com/questions/39532690/cs0117-c-sharp-resource-does-not-contain-a-definition-for-drawable,https://docs.microsoft.com/en-us/dotnet/csharp/misc/cs0117",7,FALSE
b03f26c6-69c8-4af1-9fcf-66825d96fc3f,cs0161 c# '': not all code paths return a value,"https://stackoverflow.com/questions/21197410/c-sharp-returning-error-not-all-code-paths-return-a-value,https://social.msdn.microsoft.com/Forums/en-US/21896df3-9403-4ed8-8209-ac3aa184f405/cs0161-c-not-all-code-paths-return-a-value,https://stackoverflow.com/questions/33606833/cause-of-errorcs0161-not-all-code-paths-return-a-value",8,FALSE
4211bea6-67cc-422e-b318-4a234886a6f3,c# dictionary,"https://docs.microsoft.com/en-us/dotnet/api/system.collections.generic.dictionary-2,https://www.dotnetperls.com/dictionary,https://www.geeksforgeeks.org/c-sharp-dictionary-with-examples/",9,TRUE
03512487-d139-49eb-a31f-ef63c2f5b8d3,cs0165 c# use of unassigned local variable,"https://stackoverflow.com/questions/9233000/why-compile-error-use-of-unassigned-local-variable,https://stackoverflow.com/questions/54533804/how-to-fix-error-cs0165-use-of-unassigned-local-variable-in-xmlreader-switch,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/compiler-messages/cs0165",10,FALSE
